Tweet,For guns?,Location
"If these kids continue to believe  as adults that they should have gun control, they will be sheep being led to slaughter.
Please God, take their blinders off. ",-2,"Georgia, USA"
Powerful but sadly true ,-2,"Brooklyn, NY"
"@rfhbill Boner candidate: 
Not just a news story, also on his website: ",-2,"Raisin, MI"
@RedTRaccoon Absofrigginglutely! Every word he said should resonate in our hearts and heads. Reasonable gun control laws. NRA your days of holding sway over our elected officials are over because we will stand with the young people of our country to protect them one &amp; all.  Adapt or perish!,-2,"Mobile, AL"
@LucyWins2018 @kharyp Fast and easy gun control means define the second amendment and that will remove assault weapons by design,-2,"Weed, CA"
"i’m so mad that my school wouldn’t let students participate in the walkout today. i understand it’s a sensitive and touchy subject, but all we really wanted to do was have 17 minutes of silence for the 17 lives that were lost that day. it was never to “protest” about gun control",-2,"Enterprise, NV"
@SusanPage Not being for gun control and not being for banning assault weapons are not the same thing. You should know better than that.,-2,"Texas, USA"
"Babies. Shot and killed.

BABIES.

Too many Gods-damned GUNS in this country! ",-2,"Illinois, USA"
@graywolf I guess I missed the quiz. No one in this debate has ever tried to disarm all people. Common sense gun laws - that is what people are asking for. Your argument is played out. Stop purposely misunderstanding. @davidhogg111,-2,"St Charles, MO"
Also hypocrisy much? ,-2,"Virginia, USA"
😭😭 ,-2,"St Louis, MO"
@RufioRush @shannonrwatts People don’t tend to attack well protected people so the attack never happens. Attackers like gun-free zones - they like places where there aren’t other people with guns that might kill them.,-2,"Colorado, USA"
Our gun problem goes far beyond school shootings. Let’s not let our biases stop us from caring about all victims #Enough #BlackLivesMatter ,-2,"Sacramento, CA"
@grygio67 @37thRealm @davidhogg111 @GOP @NRA @FoxNews You don’t know me and I respect your opinion on guns but don’t make assumptions on what I know.  All the best for you and many blessings.,-2,"South Miami, FL"
"We already have common sense gun laws. The problem is that criminals don’t care about laws, and in the case of #Parkland , FBI &amp; @browardsheriff not doing their jobs. ",-2,"Redlands, CA"
"These walkouts should be focused on stopping bullying and the FBI acting on information it’s provided instead of ignoring it. Instead of addressing the real issues, let’s deflect to guns because guns are bad and easier than admitting people are at fault.",-2,"San Diego, CA"
@marcushjohnson EXACTLY. Ol creepy rape fantasy sexist faker lurker NRA certified Bernie voted against all gun control bills for years.,-2,"Mesa, AZ"
@redsteeze @EStenehjem an older person who is anti guns yet is protected by guns. #Hypocrite,-2,"North Dakota, USA"
Saluting and sending love to all the young people who participated in the national woman-led #walkout today to bring awareness to gun control in America. #thefutureisfemale,-2,"Los Angeles, CA"
@Jack_W002 @SenWarren People also drive without a license just like criminals posses guns illegally so no law or ban will prevent bad people from getting guns,-2,"Tucson, AZ"
@n00dleb0y Many people have been raised around guns. If your 18 you are a grown adult and can make your own decisions. Do I think they shouldn’t sell to mentally ill people of any kind? Yes. That’s about all I can say that needs to change. Other than that the restrictions are high enough,-2,"Rosedale, CA"
@realDonaldTrump I see the kids are very happy the way Trump is handling this. I can't believe no one sees Trump wants to put guns in the school rather keep them out. BILLY Kellar for president,-2,"Greenacres, FL"
@KTVU Y’all need to learn that there’s no such thing as assault rifles. Learn about firearms first. Don’t be so ignorant,-2,"Brentwood, CA"
"or express our opinions on gun control (though i know many people are using this opportunity to talk about gun control, which isn’t the point of the walkout). we wanted to stand up against the gun VIOLENCE that has been going on in our country. you may not agree with our",-2,"Enterprise, NV"
"Did somebody say put the guns INSIDE the schools?

I can almost hear the ""well this is a one time thing"" comments already

This is infuriating. Feels like we are gripping our guns tighter than we are willing to grip our children ",-2,"Seattle, WA"
"Its all about ""Taking away our 2nd Anmendment"". Not gonna happen.
This is not about school safety.
They dont even mention it, sad very sad.
R.I.P 17 Angels ",-2,"Coconut Creek, FL"
"no democrat has ever proposed taking away all your guns, regardless that was not what today's walkout was about. proud of everyone who came out and honored the Parkland 17 today.",-2,"Ohio, USA"
@FutureSocialism @msbellows @ryanlcooper How about a determined push towards the most viable and realistic model of universal healthcare and stop the purity requirement of it must be one specific model or bust all while heading a determined push towards gun control so that at least a few thousand less people will have,-2,"Weirton, WV"
@Jack_W002 @SenWarren case in point ,-2,"Tucson, AZ"
lmfao I wanna RKO all these foos ,-2,"Victorville, CA"
Absolutely right Schools need layers of Security. People inside with Guns are the final layer. By #endgunfreeschoolzones chances of shooters going in are going to be very low. Can Not rely on outside Security alone. ,-2,"Delray Beach, FL"
"@Liz_Wheeler @Twitter If you are not buying guns to protect yourself and to stand against a tyranical govt, you must be braindead",-2,"Marietta, PA"
"Didn’t need a gun .. Guns don’t kill evil people kill.
Shall be call for a ban on Knives ! ",-2,"Live Oak, TX"
"Student sharing heart wrenching story of nearly committing suicide because of lack of mental health resources in schools. We need counselors, not more guns on campus. Power of the #youthvote ",-2,"Phoenix, AZ"
Sweden has now admitted that their crime level is excessive....a point Trump made last year....Their people are speaking out...and this 1st amendment censorship is a goal of our left along with the 2nd amendment gun rights. Wake up. ,-2,"Warsaw, IN"
"@realDonaldTrump Hey Trump, no matter how many tools you give Law Enforcement or Teachers, there still will be more School Shootings. We must change our Gun Laws by Strengthening Background checks and outlaw Army Grade Weapons #NeverAgain #EndGunViolence",-2,"Redmond, WA"
Total nonsense!  YOU @SenBlumenthal and other congressmen are enabling this by not enforcing laws. ,-2,"Alabama, USA"
Tools like guns? ,-2,"Washington, DC"
@GeorgiaDirtRoad @dwarner_60 I shall never relinquish control of my guns. The government is proven incapable of responsible conduct in every aspect of it existence.,-2,"Kentucky, USA"
Another liberal hypocrite... what a piece of garbage ,-2,"Queen Creek, AZ"
@ChillChipre Now you know school shootings don’t happen in the hood,-2,"SeaTac, WA"
"@JuneHug84591436 @ABC @SenSchumer That is their message, its all take away the guns. You do know that criminals will always have guns and the laws dont matter to them. So hey dont want law abiding citizens to have guns.",-2,"Missouri, USA"
"Shameful and disgraceful. The Worst Congress ever has passed zero bills to prevent gun violence. Trump remains tied to the NRA, and he has backed off proposals to raise the minimum age for purchasing guns.  Its just about $$$. They dont care how many students are murdered.",-2,"Dania Beach, FL"
Yep. Guns in schools. ,-2,"Fond du Lac, WI"
"@Brockr1967Brock @realDonaldTrump Actually, I agree. We need to flag *anyone* who espouses violence on social media, especially when there are specific mentions of using firearms. Look at their history. Pay special attention to mentions/criminal history of domestic violence, which is a significant factor.",-2,"Layton, UT"
"@RufioRush @shannonrwatts So we’re gonna outlaw ALL guns? Because that’s the only way to completely prevent a guy like that from shooting up a crowd , but what prevents him from driving his car through a crowd or setting a bomb off in a train?",-2,"Colorado, USA"
"@Brockr1967Brock @realDonaldTrump Actually, I agree. We need to flag *anyone* who espouses violence on social media, especially when there are specific mentions of using firearms. Look at their history. Pay special attention to mentions/criminal history of domestic violence, which is a significant factor.",-2,"Layton, UT"
The left soclist communists progressives  and films and vedio games. ,-2,"California, USA"
i guess someone has to die before anything is considered important🤷🏼‍♀️ ,-2,"New York, USA"
@RedTRaccoon Training school personnel to what?  What abt locked doors with cameras. Metal detectors. And actual gun control measures!,-2,"Virginia, USA"
🙌 ,-2,"Pennsylvania, USA"
"We stand with you, Florida. We want gun control &amp; a change starts now. #NationalWalkoutDay #NationalWalkoutDay California ",-2,Freedom High School
"@beardsley_marc @thistallawkgirl @realDonaldTrump Why not have sensible gun control laws for everyone?  If you want a gun you apply, have a background check, take classes so that you learn how to use that specific WEAPON, and then pass a written and physical test.  All those things wouldn't be an issue for law abiding citizens.",-2,"Burbank, CA"
